"id","english","french","scientific","code","group","sort"
"33427","African Pygmy-Kingfisher","Martin-pêcheur pygmée","Ispidina picta","","BIRDS","5472"
"33429","Banded Kingfisher","Martin-chasseur mignon","Lacedo pulchella","","BIRDS","5474"
"33434","Shovel-billed Kookaburra","Martin-chasseur bec-en-cuillère","Clytoceyx rex","","BIRDS","5481"
"33436","Brown-winged Kingfisher","Martin-chasseur à ailes brunes","Pelargopsis amauroptera","","BIRDS","5485"
"33470","Marquesas Kingfisher","Martin-chasseur des Marquises","Todiramphus godeffroyi","","BIRDS","5510"
"33527","White-throated Bee-eater","Guêpier à gorge blanche","Merops albicollis","","BIRDS","5617"
"33529","BÃ¶hm's Bee-eater","Guêpier de Böhm","Merops boehmi","","BIRDS","5622"
"33534","Rainbow Bee-eater","Guêpier arc-en-ciel","Merops ornatus","","BIRDS","5629"
"33536","Chestnut-headed Bee-eater","Guêpier de Leschenault","Merops leschenaulti","","BIRDS","5631"
"33570","Red-billed Dwarf Hornbill","Calao pygmée","Lophoceros camurus","","BIRDS","5307"
"33593","Rufous Hornbill","Calao à casque plat","Buceros hydrocorax","","BIRDS","5348"
"33629","Brown Jacamar","Jacamar brun","Brachygalba lugubris","","BIRDS","5719"
"33634","Green-tailed Jacamar","Jacamar vert","Galbula galbula","","BIRDS","5732"
"33636","Coppery-chested Jacamar","Jacamar des Andes","Galbula pastazae","","BIRDS","5735"
"33693","Moustached Tinkerbird","Barbion à moustaches","Pogoniulus leucomystax","","BIRDS","5774"
"33727","Brown-throated Barbet","Barbu corbin","Psilopogon corvinus","","BIRDS","5851"
"33729","Red-crowned Barbet","Barbu bigarré","Psilopogon rafflesii","","BIRDS","5830"
"33736","Moustached Barbet","Barbu de Hume","Psilopogon incognitus","","BIRDS","5855"
"33770","Crimson-rumped Toucanet","Toucanet à croupion rouge","Aulacorhynchus haematopygus","","BIRDS","5912"
"33793","Curl-crested Aracari","Araçari de Beauharnais","Pteroglossus beauharnaesii","","BIRDS","5942"
"33829","Arrowhead Piculet","Picumne de Cayenne","Picumnus minutissimus","","BIRDS","6020"
"33836","White-wedged Piculet","Picumne noir et blanc","Picumnus albosquamatus","","BIRDS","6032"
"33893","Speckle-breasted Woodpecker","Pic à poitrine tachetée","Chloropicus poecilolaemus","","BIRDS","6137"
"33927","Himalayan Woodpecker","Pic de l'Himalaya","Dendrocopos himalayensis","","BIRDS","6168"
"33929","Checkered Woodpecker","Pic varié","Dryobates mixtus","","BIRDS","6209"
"33963","Crimson-mantled Woodpecker","Pic de Rivoli","Colaptes rivolii","","BIRDS","6382"
"33970","Chilean Flicker","Pic du Chili","Colaptes pitius","","BIRDS","6402"
"33972","Campo Flicker","Pic champêtre","Colaptes campestris","","BIRDS","6406"
"34027","Bay Woodpecker","Pic à oreillons rouges","Blythipicus pyrrhotis","","BIRDS","6223"
"34029","Buff-rumped Woodpecker","Pic strihup","Meiglyptes tristis","","BIRDS","6254"
"34036","Great Slaty Woodpecker","Pic meunier","Mulleripicus pulverulentus","","BIRDS","6328"
"34063","Javan Banded-Pitta","Brève azurine","Hydrornis guajanus","","BIRDS","7193"
"34070","Garnet Pitta","Brève grenadine","Erythropitta granatina","","BIRDS","7184"
"34072","Graceful Pitta","Brève gracieuse","Erythropitta venusta","","BIRDS","7181"
"34127","Crested Hornero","Fournier huppé","Furnarius cristatus","","BIRDS","7977"
"34129","Curve-billed Reedhaunter","Fournier à bec courbe","Limnornis curvirostris","","BIRDS","7981"
"34136","Tufted Tit-Spinetail","Synallaxe de la Plata","Leptasthenura platensis","","BIRDS","8107"
"34163","Apurimac Spinetail","Synallaxe de Coursen","Synallaxis courseni","","BIRDS","8272"
"34170","Rufous Spinetail","Synallaxe roux","Synallaxis unirufa","","BIRDS","8279"
"34172","Rusty-headed Spinetail","Synallaxe des Santa Marta","Synallaxis fuscorufa","","BIRDS","8278"
"34206","Tepui Spinetail","Synallaxe des tépuis","Cranioleuca demissa","","BIRDS","8214"
"34229","Line-fronted Canastero","Synallaxe inca","Asthenes urubambensis","","BIRDS","8153"
"10","Great Tinamou","Grand Tinamou","Tinamus major","","BIRDS","17"
"112","Tundra Bean-Goose","Oie de la toundra","Anser serrirostris","","BIRDS","138"
"210","Barnacle Goose","Bernache nonnette","Branta leucopsis","","BIRDS","151"
"310","Whooper Swan","Cygne chanteur","Cygnus cygnus","","BIRDS","209"
"410","Eurasian Wigeon","Canard siffleur","Mareca penelope","","BIRDS","290"
"2820","Jabiru","Jabiru d'Amérique","Jabiru mycteria","","BIRDS","4029"
"2920","Hook-billed Kite","Bec-en-croc de Temminck","Chondrohierax uncinatus","","BIRDS","4381"
"3020","Bald Eagle","Pygargue à tête blanche","Haliaeetus leucocephalus","","BIRDS","4641"
"3120","Gundlach's Hawk","Épervier de Cuba","Accipiter gundlachi","","BIRDS","4613"
"3320","Short-tailed Hawk","Buse à queue courte","Buteo brachyurus","","BIRDS","4722"
"3420","Crested Eagle","Harpie huppée","Morphnus guianensis","","BIRDS","4454"
"3520","Crested Caracara","Caracara du Nord","Caracara cheriway","","BIRDS","6429"
"3620","Orange-breasted Falcon","Faucon orangé","Falco deiroleucus","","BIRDS","6499"
"3720","Gray-breasted Crake","Râle grêle","Laterallus exilis","","BIRDS","2986"
"3820","Spotted Crake","Marouette ponctuée","Porzana porzana","","BIRDS","2859"
"3990","Sunbittern","Caurale soleil","Eurypyga helias","","BIRDS","3721"
"4020","Common Crane","Grue cendrée","Grus grus","","BIRDS","3033"
"4120","Lesser Sand-Plover","Pluvier de Mongolie","Charadrius mongolus","","BIRDS","3139"
"4190","Piping Plover","Pluvier siffleur","Charadrius melodus","","BIRDS","3169"
"4220","Mountain Plover","Pluvier montagnard","Charadrius montanus","","BIRDS","3181"
"4290","Black-necked Stilt","Échasse d'Amérique","Himantopus mexicanus","","BIRDS","3064"
"4390","Wandering Tattler","Chevalier errant","Tringa incana","","BIRDS","3363"
"4590","Black-tailed Godwit","Barge à queue noire","Limosa limosa","","BIRDS","3237"
"4690","Semipalmated Sandpiper","Bécasseau semipalmé","Calidris pusilla","","BIRDS","3294"
"4790","Sharp-tailed Sandpiper","Bécasseau à queue pointue","Calidris acuminata","","BIRDS","3258"
"4890","Short-billed Dowitcher","Bécassin roux","Limnodromus griseus","","BIRDS","3300"
"4990","Wilson's Phalarope","Phalarope de Wilson","Phalaropus tricolor","","BIRDS","3350"
"5090","Heermann's Gull","Goéland de Heermann","Larus heermanni","","BIRDS","3535"
"5290","Kelp Gull","Goéland dominicain","Larus dominicanus","","BIRDS","3609"
"7900","White-tailed Nightjar","Engoulevent coré","Hydropsalis cayennensis","","BIRDS","1894"
"8000","Spot-fronted Swift","Martinet à points blancs","Cypseloides cherriei","","BIRDS","2014"
"8100","Costa Rican Swift","Martinet du Costa Rica","Chaetura fumosa","","BIRDS","2055"
"8200","Great Swallow-tailed Swift","Martinet de San Geronimo","Panyptila sanctihieronymi","","BIRDS","2167"
"8300","Tooth-billed Hummingbird","Colibri d'Équateur","Androdon aequatorialis","","BIRDS","2262"
"8400","Green-breasted Mango","Mango de Prévost","Anthracothorax prevostii","","BIRDS","2272"
"8500","Violet-headed Hummingbird","Colibri à tête violette","Klais guimeti","","BIRDS","2587"
"8600","Garden Emerald","Émeraude du Panama","Chlorostilbon assimilis","","BIRDS","2559"
"8800","Streamertail","Colibri à tête noire","Trochilus polytmus","","BIRDS","2714"
"8870","Berylline Hummingbird","Ariane béryl","Amazilia beryllina","","BIRDS","2679"
"8900","Snowy-bellied Hummingbird","Ariane d'Edward","Amazilia edward","","BIRDS","2689"
"8970","Blue-capped Hummingbird","Colibri d'Oaxaca","Eupherusa cyanophrys","","BIRDS","2635"
"9000","White-tailed Emerald","Colibri elvire","Elvira chionura","","BIRDS","2638"
"9070","Amethyst-throated Mountain-gem","Colibri à gorge améthyste","Lampornis amethystinus","","BIRDS","2470"
"9100","Purple-throated Mountain-gem","Colibri à gorge pourprée","Lampornis calolaemus","","BIRDS","2475"
"9170","Long-billed Starthroat","Colibri corinne","Heliomaster longirostris","","BIRDS","2462"
"9270","Ruby-throated Hummingbird","Colibri à gorge rubis","Archilochus colubris","","BIRDS","2508"
"9370","Rufous Hummingbird","Colibri roux","Selasphorus rufus","","BIRDS","2528"
"9470","Baird's Trogon","Trogon de Baird","Trogon bairdii","","BIRDS","5234"
"9570","Eared Quetzal","Quetzal oreillard","Euptilotis neoxenus","","BIRDS","5206"
"9670","Blue-throated Motmot","Motmot à gorge bleue","Aspatha gularis","","BIRDS","5392"
"9770","Green Kingfisher","Martin-pêcheur vert","Chloroceryle americana","","BIRDS","5597"
"9870","White-fronted Nunbird","Barbacou à front blanc","Monasa morphoeus","","BIRDS","5708"
"9970","Yellow-eared Toucanet","Toucanet à oreilles d'or","Selenidera spectabilis","","BIRDS","5947"
"10070","Acorn Woodpecker","Pic glandivore","Melanerpes formicivorus","","BIRDS","6074"
"10170","Hoffmann's Woodpecker","Pic de Hoffmann","Melanerpes hoffmannii","","BIRDS","6090"
"10270","Ladder-backed Woodpecker","Pic arlequin","Dryobates scalaris","","BIRDS","6185"
"30019","Tawny-breasted Tinamou","Tinamou à tête rousse","Nothocercus julius","","BIRDS","9"
"30026","Brown Tinamou","Tinamou brun","Crypturellus obsoletus","","BIRDS","24"
"30028","Pale-browed Tinamou","Tinamou à grands sourcils","Crypturellus transfasciatus","","BIRDS","28"
"30083","Australasian Grebe","Grèbe australasien","Tachybaptus novaehollandiae","","BIRDS","970"
"30185","Fluttering Shearwater","Puffin volage","Puffinus gavia","","BIRDS","3984"
"30219","Pink-backed Pelican","Pélican gris","Pelecanus rufescens","","BIRDS","4153"
"30228","Australasian Gannet","Fou austral","Morus serrator","","BIRDS","4069"
"30262","Heard Island Shag","Cormoran de Heard","Phalacrocorax nivalis","","BIRDS","4139"
"30292","Goliath Heron","Héron goliath","Ardea goliath","","BIRDS","4202"
"30362","Lesser Adjutant","Marabout chevelu","Leptoptilos javanicus","","BIRDS","4030"
"30392","Madagascar Ibis","Ibis huppé","Lophotibis cristata","","BIRDS","4307"
"30492","Chestnut Teal","Sarcelle rousse","Anas castanea","","BIRDS","386"
"30519","Red Shoveler","Canard spatule","Spatula platalea","","BIRDS","278"
"30521","Australian Shoveler","Canard bridé","Spatula rhynchotis","","BIRDS","280"
"30526","Rosy-billed Pochard","Nette demi-deuil","Netta peposaca","","BIRDS","406"
"30562","White-headed Duck","Érismature à tête blanche","Oxyura leucocephala","","BIRDS","510"
"30585","European Honey-buzzard","Bondrée apivore","Pernis apivorus","","BIRDS","4387"
"30619","Hooded Vulture","Vautour charognard","Necrosyrtes monachus","","BIRDS","4410"
"30621","Egyptian Vulture","Percnoptère d'Égypte","Neophron percnopterus","","BIRDS","4379"
"30626","RÃ¼ppell's Griffon","Vautour de Rüppell","Gyps rueppelli","","BIRDS","4415"
"30628","Eurasian Griffon","Vautour fauve","Gyps fulvus","","BIRDS","4418"
"30662","African Harrier-Hawk","Gymnogène d'Afrique","Polyboroides typus","","BIRDS","4371"
"30685","Pied Goshawk","Autour pie","Accipiter albogularis","","BIRDS","4574"
"30719","Chestnut-shouldered Goshawk","Autour de Bürgers","Erythrotriorchis buergersi","","BIRDS","4626"
"30721","Doria's Goshawk","Autour de Doria","Megatriorchis doriae","","BIRDS","4628"
"30726","Gray-faced Buzzard","Busautour à joues grises","Butastur indicus","","BIRDS","4522"
"30755","White-throated Hawk","Buse à gorge blanche","Buteo albigula","","BIRDS","4723"
"30785","Steppe Eagle","Aigle des steppes","Aquila nipalensis","","BIRDS","4492"
"30819","Mountain Caracara","Caracara montagnard","Phalcoboenus megalopterus","","BIRDS","6426"
"30821","Striated Caracara","Caracara austral","Phalcoboenus australis","","BIRDS","6428"
"30828","Plumbeous Forest-Falcon","Carnifex plombé","Micrastur plumbeus","","BIRDS","6414"
"30855","Red-necked Falcon","Faucon chicquera","Falco chicquera","","BIRDS","6475"
"30885","Red-legged Brushturkey","Talégalle de Jobi","Talegalla jobiensis","","BIRDS","525"
"30919","Red-faced Guan","Pénélope de Dabbene","Penelope dabbenei","","BIRDS","573"
"30921","Cauca Guan","Pénélope de Cauca","Penelope perspicax","","BIRDS","579"
"30928","Blue-throated Piping-Guan","Pénélope à gorge bleue","Pipile cumanensis","","BIRDS","589"
"30962","Black Grouse","Tétras lyre","Tetrao tetrix","","BIRDS","916"
"30964","Hazel Grouse","Gélinotte des bois","Tetrastes bonasia","","BIRDS","919"
"30985","Spot-winged Wood-Quail","Tocro uru","Odontophorus capueira","","BIRDS","673"
"31019","Sand Partridge","Perdrix de Hey","Ammoperdix heyi","","BIRDS","752"
"31021","Painted Francolin","Francolin peint","Francolinus pictus","","BIRDS","822"
"31028","Latham's Francolin","Francolin de Latham","Peliperdix lathami","","BIRDS","845"
"31055","Handsome Francolin","Francolin noble","Pternistis nobilis","","BIRDS","790"
"31062","Daurian Partridge","Perdrix de Daourie","Perdix dauurica","","BIRDS","910"
"31119","Gray Junglefowl","Coq de Sonnerat","Gallus sonneratii","","BIRDS","835"
"31121","Green Junglefowl","Coq de Java","Gallus varius","","BIRDS","837"
"31128","Silver Pheasant","Faisan argenté","Lophura nycthemera","","BIRDS","890"
"31162","Crested Guineafowl","Pintade de Pucheran","Guttera pucherani","","BIRDS","632"
"31164","Hoatzin","Hoazin huppé","Opisthocomus hoazin","","BIRDS","2733"
"31219","Chestnut Forest-Rail","Râle marron","Rallina rubra","","BIRDS","2934"
"31221","Forbes's Rail","Râle de Forbes","Rallina forbesi","","BIRDS","2936"
"31228","Russet-crowned Crake","Râle kiolo","Anurolimnas viridis","","BIRDS","2969"
"12480","Rufous-tailed Flycatcher","Tyran à queue rousse","Myiarchus validus","","BIRDS","9131"
"12580","Social Flycatcher","Tyran sociable","Myiozetetes similis","","BIRDS","9146"
"12680","Couch's Kingbird","Tyran de Couch","Tyrannus couchii","","BIRDS","9176"
"12780","Sapayoa","Sapayoa à bec large","Sapayoa aenigma","","BIRDS","7153"
"12880","Gray-collared Becard","Bécarde du Mexique","Pachyramphus major","","BIRDS","8486"
"12980","Yellow-billed Cotinga","Cotinga à bec jaune","Carpodectes antoniae","","BIRDS","8435"
"13080","Lance-tailed Manakin","Manakin lancéolé","Chiroxiphia lanceolata","","BIRDS","8302"
"13180","Hawaii Oo","Moho d'Hawaï","Moho nobilis","","BIRDS","14658"
"13280","San Andres Vireo","Viréo de San Andrés","Vireo caribaeus","","BIRDS","9896"
"13380","Yellow-throated Vireo","Viréo à gorge jaune","Vireo flavifrons","","BIRDS","9910"
"13480","Philadelphia Vireo","Viréo de Philadelphie","Vireo philadelphicus","","BIRDS","9924"
"13580","Chestnut-sided Shrike-Vireo","Smaragdan ceinturé","Vireolanius melitophrys","","BIRDS","9858"
"13680","Black-chested Jay","Geai à poitrine noire","Cyanocorax affinis","","BIRDS","10837"
"13750","Azure-hooded Jay","Geai couronné","Cyanolyca cucullata","","BIRDS","10824"
"13780","Silvery-throated Jay","Geai à gorge argentée","Cyanolyca argentigula","","BIRDS","10823"
"13850","Pinyon Jay","Geai des pinèdes","Gymnorhinus cyanocephalus","","BIRDS","10857"
"13880","Yellow-billed Magpie","Pie à bec jaune","Pica nuttalli","","BIRDS","10937"
"13950","Jamaican Crow","Corneille de Jamaïque","Corvus jamaicensis","","BIRDS","10985"
"13980","Fish Crow","Corneille de rivage","Corvus ossifragus","","BIRDS","10988"
"14050","Purple Martin","Hirondelle noire","Progne subis","","BIRDS","11941"
"14150","Violet-green Swallow","Hirondelle à face blanche","Tachycineta thalassina","","BIRDS","11967"
"14250","Barn Swallow","Hirondelle rustique","Hirundo rustica","","BIRDS","11995"
"14450","Brown Creeper","Grimpereau brun","Certhia americana","","BIRDS","13267"
"14550","Cactus Wren","Troglodyte des cactus","Campylorhynchus brunneicapillus","","BIRDS","13431"
"14650","Stripe-throated Wren","Troglodyte balafré","Cantorchilus leucopogon","","BIRDS","13468"
"14850","Marsh Wren","Troglodyte des marais","Cistothorus palustris","","BIRDS","13397"
"14950","Red-whiskered Bulbul","Bulbul orphée","Pycnonotus jocosus","","BIRDS","12194"
"15050","Yellow-browed Warbler","Pouillot à grands sourcils","Phylloscopus inornatus","","BIRDS","12334"
"17360","White-eared Conebill","Conirostre oreillard","Conirostrum leucogenys","","BIRDS","17186"
"17460","Black-crowned Palm-Tanager","Katje à couronne noire","Phaenicophilus palmarum","","BIRDS","16345"
"17560","White-throated Shrike-Tanager","Tangara à gorge blanche","Lanio leucothorax","","BIRDS","16999"
"17660","Hepatic Tanager","Piranga orangé","Piranga flava","","BIRDS","16812"
"17860","Blue-and-gold Tanager","Tangara jaune et bleu","Bangsia arcaei","","BIRDS","17016"
"17960","Golden-hooded Tanager","Calliste à coiffe d'or","Stilpnia larvata","","BIRDS","17105"
"18060","Swallow Tanager","Tersine hirondelle","Tersina viridis","","BIRDS","17152"
"18160","Cuban Bullfinch","Pèrenoir négrito","Melopyrrha nigra","","BIRDS","17415"
"18260","St. Lucia Black Finch","Moisson pied-blanc","Melanospiza richardsoni","","BIRDS","17423"
"18360","Yellow-billed Cardinal","Paroare à bec jaune","Paroaria capitata","","BIRDS","16930"
"18460","Orange-billed Sparrow","Tohi à bec orange","Arremon aurantiirostris","","BIRDS","16134"
"18630","Black-chested Sparrow","Bruant à plastron","Peucaea humeralis","","BIRDS","16082"
"18660","Rufous-winged Sparrow","Bruant à épaulettes","Peucaea carpalis","","BIRDS","16079"
"18730","Five-striped Sparrow","Bruant pentaligne","Amphispiza quinquestriata","","BIRDS","16120"
"18760","American Tree Sparrow","Bruant hudsonien","Spizelloides arborea","","BIRDS","16157"
"18830","Vesper Sparrow","Bruant vespéral","Pooecetes gramineus","","BIRDS","16218"
"18930","LeConte's Sparrow","Bruant de LeConte","Ammospiza leconteii","","BIRDS","16219"
"19030","White-throated Sparrow","Bruant à gorge blanche","Zonotrichia albicollis","","BIRDS","16204"
"19130","McCown's Longspur","Plectrophane de McCown","Rhynchophanes mccownii","","BIRDS","15977"
"19430","Blue Bunting","Évêque paré","Cyanocompsa parellina","","BIRDS","16898"
"19530","Red-winged Blackbird","Carouge à épaulettes","Agelaius phoeniceus","","BIRDS","16482"
"19630","Melodious Blackbird","Quiscale chanteur","Dives dives","","BIRDS","16504"
"19730","Carib Grackle","Quiscale merle","Quiscalus lugubris","","BIRDS","16527"
"19830","Bar-winged Oriole","Oriole unifascié","Icterus maculialatus","","BIRDS","16431"
"19930","Orange Oriole","Oriole orange","Icterus auratus","","BIRDS","16462"
"20030","Scarlet-rumped Cacique","Cassique à dos rouge","Cacicus uropygialis","","BIRDS","16408"
"37035","Regent Whistler","Siffleur de Schlegel","Pachycephala schlegelii","","BIRDS","9976"
"37044","White-breasted Whistler","Siffleur à bavette blanche","Pachycephala lanioides","","BIRDS","10045"
"37071","White-necked Laughingthrush","Garrulaxe bruyant","Garrulax strepitans","","BIRDS","13090"
"37078","Yellow-throated Laughingthrush","Garrulaxe à gorge jaune","Ianthocincla galbana","","BIRDS","13121"
"37080","Rufous-vented Laughingthrush","Garrulaxe à queue rousse","Ianthocincla gularis","","BIRDS","13124"
"37114","Bugun Liocichla","Garrulaxe des Buguns","Liocichla bugunorum","","BIRDS","13185"
"37137","Scaly-crowned Babbler","Akalat à calotte maillée","Malacopteron cinereum","","BIRDS","12936"
"37144","Scaly-breasted Illadopsis","Akalat à poitrine écaillée","Illadopsis albipectus","","BIRDS","12963"
"37171","Rusty-breasted Wren-Babbler","Turdinule de Sumatra","Turdinus rufipectus","","BIRDS","13005"
"37178","Eyebrowed Wren-Babbler","Petite Turdinule","Napothera epilepidota","","BIRDS","12988"
"37180","Immaculate Cupwing","Microure immaculée","Pnoepyga immaculata","","BIRDS","11915"
"37214","Spot-necked Babbler","Timalie à cou tacheté","Stachyris strialata","","BIRDS","12926"
"37237","White-throated Babbler","Cratérope à gorge blanche","Turdoides gularis","","BIRDS","13038"
"37244","Rufous Babbler","Cratérope roussâtre","Turdoides subrufa","","BIRDS","13045"
"37271","Black-eared Shrike-Babbler","Allotrie à gorge marron","Pteruthius melanotis","","BIRDS","9829"
"37278","Streak-throated Barwing","Actinodure de Walden","Actinodura waldeni","","BIRDS","13191"
"37280","Taiwan Barwing","Actinodure de Taiwan","Actinodura morrisoniana","","BIRDS","13194"
"37314","Black-backed Sibia","Garrulaxe à tête noire","Heterophasia melanoleuca","","BIRDS","13168"
"37337","Hall's Babbler","Pomatostome de Hall","Pomatostomus halli","","BIRDS","9633"
"37371","Painted Quail-thrush","Cinclosome ajax","Cinclosoma ajax","","BIRDS","9648"
"37378","White-cheeked Tit","Orite à joues blanches","Aegithalos leucogenys","","BIRDS","12527"
"37380","White-throated Tit","Orite à gorge blanche","Aegithalos niveogularis","","BIRDS","12533"
"37414","Rufous Bristlebird","Dasyorne roux","Dasyornis broadbenti","","BIRDS","9537"
"37471","Gray Gerygone","Gérygone de Nouvelle-Zélande","Gerygone igata","","BIRDS","9621"
"37473","Fan-tailed Gerygone","Gérygone mélanésienne","Gerygone flavolateralis","","BIRDS","9623"
"37478","Orange Chat","Epthianure orangée","Epthianura aurifrons","","BIRDS","9387"
"37480","White-fronted Chat","Epthianure à front blanc","Epthianura albifrons","","BIRDS","9388"
"37514","Gray-crested Tit","Mésange des bouleaux","Lophophanes dichrous","","BIRDS","11159"
"37537","African Blue Tit","Mésange nord-africaine","Cyanistes teneriffae","","BIRDS","11198"
"37571","Blue Nuthatch","Sittelle bleue","Sitta azurea","","BIRDS","13260"
"37573","Beautiful Nuthatch","Sittelle superbe","Sitta formosa","","BIRDS","13262"
"37578","Short-toed Treecreeper","Grimpereau des jardins","Certhia brachydactyla","","BIRDS","13274"
"37580","Rusty-flanked Treecreeper","Grimpereau du Népal","Certhia nipalensis","","BIRDS","13277"
"37607","Mouse-brown Sunbird","Souimanga brun","Anthreptes gabonicus","","BIRDS","14756"
"37614","Banded Sunbird","Souimanga à col rouge","Anthreptes rubritorques","","BIRDS","14767"
"37637","Scarlet-chested Sunbird","Souimanga à poitrine rouge","Chalcomitra senegalensis","","BIRDS","14795"
"37671","Red-chested Sunbird","Souimanga à ceinture rouge","Cinnyris erythrocercus","","BIRDS","14846"
"37673","Purple-banded Sunbird","Souimanga bifascié","Cinnyris bifasciatus","","BIRDS","14848"
"37680","Splendid Sunbird","Souimanga éclatant","Cinnyris coccinigastrus","","BIRDS","14859"
"37707","Elegant Sunbird","Souimanga des Sangir","Aethopyga duyvenbodei","","BIRDS","14902"
"37714","Black-throated Sunbird","Souimanga sombre","Aethopyga saturata","","BIRDS","14904"
"37737","Slaty-chinned Longbill","Toxoramphe à tête grise","Toxorhamphus poliopterus","","BIRDS","11035"
"37771","Olive-crowned Flowerpecker","Dicée à plastron","Dicaeum pectorale","","BIRDS","14717"
"37773","Louisiade Flowerpecker","Dicée des Louisiade","Dicaeum nitidum","","BIRDS","14719"
"37780","Black-sided Flowerpecker","Dicée de Bornéo","Dicaeum monticolum","","BIRDS","14730"
"37807","Seychelles White-eye","Zostérops des Seychelles","Zosterops modestus","","BIRDS","12719"
"37816","Plain White-eye","Zostérops hypolaïs","Zosterops hypolais","","BIRDS","12777"
"37871","Madanga","Madanga à gorge rousse","Madanga ruficollis","","BIRDS","15497"
"37873","Streak-headed White-eye","Zostérops à tête rayée","Lophozosterops squamiceps","","BIRDS","12677"
"37880","Timor White-eye","Zostérops de Timor","Heleia muelleri","","BIRDS","12684"
"37907","Ruby-throated Myzomela","Myzomèle à menton rouge","Myzomela eques","","BIRDS","9402"
"37914","Red-headed Myzomela","Myzomèle à tête rouge","Myzomela erythrocephala","","BIRDS","9416"
"37916","Elfin Myzomela","Myzomèle montagnard","Myzomela adolphinae","","BIRDS","9419"
"37971","Gray-fronted Honeyeater","Méliphage à plumet noir","Ptilotula plumula","","BIRDS","9377"
"37973","White-plumed Honeyeater","Méliphage serti","Ptilotula penicillata","","BIRDS","9373"
"38007","Yellow-streaked Honeyeater","Méliphage de Meek","Ptiloprora meekiana","","BIRDS","9456"
"38014","Short-bearded Melidectes","Méliphage à barbe courte","Melidectes nouhuysi","","BIRDS","9348"
"38016","Cinnamon-browed Melidectes","Méliphage à sourcils roux","Melidectes ochromelas","","BIRDS","9351"
"38050","Blue-faced Honeyeater","Méliphage à oreillons bleus","Entomyzon cyanotis","","BIRDS","9482"
"38071","Philippine Oriole","Loriot des Philippines","Oriolus steerii","","BIRDS","10066"
"38080","Ethiopian Black-headed Oriole","Loriot moine","Oriolus monacha","","BIRDS","10088"
"38114","Somali Fiscal","Pie-grièche de Somalie","Lanius somalicus","","BIRDS","10790"
"38150","Slate-colored Boubou","Gonolek ardoisé","Laniarius funebris","","BIRDS","10300"
"38173","Red-billed Helmetshrike","Bagadais à bec rouge","Prionops caniceps","","BIRDS","10200"
"38180","Rufous-winged Philentoma","Philentome à ailes rousses","Philentoma pyrhoptera","","BIRDS","10217"
"257743","Blanding's Turtle","Tortue mouchetée","Emydoidea blandingii","","REPTILES","257750"
"257750","Five-lined Skink","","Eumeces fasciatus","","REPTILES","257757"
"42317","Gray-fronted Green-Pigeon","Colombar des Ghats","Treron affinis","","BIRDS","1305"
"42351","Seram Swiftlet","Salangane de Céram","Aerodramus ceramensis","","BIRDS","2092"
"42353","Pacific Swift","Martinet de Sibérie","Apus pacificus","","BIRDS","2142"
"42358","Southern Silvery-Kingfisher","Martin-pêcheur argenté","Ceyx argentatus","","BIRDS","5434"
"42360","Brown-breasted Kingfisher","Martin-chasseur à poitrine brune","Halcyon gularis","","BIRDS","5491"
"42394","Fulvous Antshrike","Batara roux","Frederickena fulva","","BIRDS","7240"
"42417","Kimberley Honeyeater","Méliphage du Kimberley","Meliphaga fordiana","","BIRDS","9322"
"42451","Visayan Fantail","Rhipidure des Visayas","Rhipidura albiventris","","BIRDS","10347"
"42453","Tablas Drongo","Drongo de Tablas","Dicrurus menagei","","BIRDS","10521"
"42487","Indian Yellow Tit","Mésange jaune","Machlolophus aplonotus","","BIRDS","11236"
"42494","Flame-throated Bulbul","Bulbul à gorge rubis","Rubigula gularis","","BIRDS","12181"
"42517","Saipan Reed Warbler","Rousserolle de Saipan","Acrocephalus hiwae","","BIRDS","11779"
"42551","Sumatran Laughingthrush","Garrulaxe bicolore","Garrulax bicolor","","BIRDS","13085"
"42553","Rufous-cheeked Laughingthrush","Garrulaxe de Hainan","Garrulax castanotis","","BIRDS","13093"
"42560","Bhutan Laughingthrush","Garrulaxe du Bhoutan","Trochalopteron imbricatum","","BIRDS","13138"
"42587","Halmahera Flowerpecker","Dicée d'Halmahera","Dicaeum schistaceiceps","","BIRDS","14714"
"42594","Orange-tufted Spiderhunter","Arachnothère flammé","Arachnothera flammifera","","BIRDS","14941"
"42651","New Britain Pitta","Brève de Nouvelle-Bretagne","Erythropitta gazellae","","BIRDS","7179"
"42653","Louisiade Pitta","Brève des Louisiade","Erythropitta meeki","","BIRDS","7180"
"42660","Jelski's Black-Tyrant","Ada de Jelski","Knipolegus signatus","","BIRDS","8983"
"42687","Ua Pou Monarch","Monarque de Ua Pou","Pomarea mira","","BIRDS","10633"
"42694","Halmahera Golden-Bulbul","Bulbul d'Halmahera","Alophoixus chloris","","BIRDS","12265"
"42696","Chinese Cupwing","Microure de Chine","Pnoepyga mutica","","BIRDS","11913"
"43053","South Island Takahe","Takahé du Sud","Porphyrio hochstetteri","","BIRDS","2911"
"143840","Large Pencil-tailed Tree Mouse","","Chiropodomys major","","MAMMALS","143840"
"35699","Gray-headed Greenbul","Bulbul à ventre jaune","Phyllastrephus poliocephalus","","BIRDS","12166"
"35701","White-throated Greenbul","Bulbul à gorge blanche","Phyllastrephus albigularis","","BIRDS","12160"
